address,name,lat,lng,placement,racks,spaces
1 SOUTH VAN NESS AVE,Bank of America / SFMTA Headquarters,37.774862, -122.418581,GARAGE,7,14
1525 MARKET ST,Bank of America,37.774862, -122.418581,SIDEWALK,1,2
11 SOUTH VAN NESS AVE,SFMTA Customer Service,37.774862, -122.418581,SIDEWALK,1,2
845 OFARRELL ST,residential,37.78482642, -122.41857906,SIDEWALK,1,2
200 CAPP ST,Uptown,37.763247, -122.418561,SIDEWALK,1,2
2950 MISSION ST,Mission CDC (PreK),37.749819, -122.418557,SIDEWALK,1,2
301 BOCANA ST,Mason Kirby Architecture,37.739130, -122.418445,SIDEWALK,1,2
2575 MISSION ST,Doc's Clock,37.755946, -122.418440,SIDEWALK,2,4
1095 HYDE ST,Cala Foods,37.790616, -122.417821,SIDEWALK,2,
3017 MISSION ST,Paisano's,37.748833, -122.417720,SIDEWALK,1,2
1543 MISSION ST,Urban Flow Yoga Studio,37.773481, -122.417716,SIDEWALK,2,4
3261 23RD ST,Mission Presbyterian Church,37.753661, -122.417709,SIDEWALK,2,4
3382 26TH ST,Jamestown Community Center,37.749243, -122.417686,SIDEWALK,3,6
400 CORTLAND AVE,Progressive Grounds,37.738953, -122.417686,SIDEWALK,1,2
816 LARKIN ST,New Century Theater,37.785484, -122.417683,SIDEWALK,2,4
131 SOUTH VAN NESS AVE,Dainese,37.771343, -122.417635,SIDEWALK,1,2
401 CORTLAND AVE,Red Hill Books,37.739365, -122.417618,SIDEWALK,1,2
355 MCALLISTER ST,Civic Center Garage,37.779480, -122.417600,GARAGE,4,8
351 MCALLISTER ST,Civic Center Plaza,37.77948045, -122.41759951,SIDEWALK,5,10
201 LARKIN ST,Civic Center Plaza,37.77948045, -122.41759951,SIDEWALK,10,20
100 GROVE ST,Civic Center Plaza,37.77948045, -122.41759951,SIDEWALK,17,34
670 SOUTH VAN NESS AVE,Heald College,37.762418, -122.417578,SIDEWALK,1,2
1047 SUTTER ST,Raphael House,37.787835, -122.417558,SIDEWALK,2,4
1455 MARKET ST,McDonald's / Gracie's Cafe,37.775228, -122.417466,SIDEWALK,1,2
1455 MARKET ST,McDonald's / Gracie's Cafe,37.775228, -122.417466,SIDEWALK,1,2
335 SOUTH VAN NESS AVE,POWER,37.767832, -122.417382,SIDEWALK,1,2
1390 MARKET ST,Fox Plaza,37.777224, -122.417361,SIDEWALK,5,10
1390 MARKET ST,Fox Plaza,37.777224, -122.417361,SIDEWALK,1,2
395 SOUTH VAN NESS AVE,Video Transfer Center,37.767014, -122.417356,SIDEWALK,1,2
381 SOUTH VAN NESS AVE,Walzwerk,37.767175, -122.417319,SIDEWALK,1,2
99 GROVE ST,Bill Graham Civic Auditorium,37.778083, -122.417316,SIDEWALK,1,2
417 SOUTH VAN NESS AVE,Housing Alliance of SF,37.766483, -122.417305,SIDEWALK,1,2
806 SOUTH VAN NESS AVE,Bender's Bar and Grill,37.760199, -122.417279,SIDEWALK,1,2
806 SOUTH VAN NESS AVE,Bender's Bar and Grill,37.760199, -122.417279,SIDEWALK,1,2
806 SOUTH VAN NESS AVE,Bender's Bar and Grill,37.760199, -122.417279,SIDEWALK,1,2
939 POST ST,SF Party Store,37.786894, -122.417278,SIDEWALK,1,2
815 HYDE ST,Hyde Street Wellness,37.788505, -122.417256,SIDEWALK,2,4
433 SOUTH VAN NESS AVE,Flying Pig Bistro,37.766356, -122.417240,SIDEWALK,1,2
433 SOUTH VAN NESS AVE,Flying Pig Bistro,37.766356, -122.417240,SIDEWALK,1,2
560 LARKIN ST,Saigon Sandwich,37.783170, -122.417225,SIDEWALK,1,2
3358 CESAR CHAVEZ ST,SF Day Labor Program,37.748442, -122.417195,SIDEWALK,2,4
500 LARKIN ST,Copy Center,37.782609, -122.417126,SIDEWALK,1,2
2886 16TH ST,Poc Chuc,37.765469, -122.417090,SIDEWALK,2,4
160 14TH ST,Cafe Gratitude (CLOSED),37.768697, -122.417032,SIDEWALK,1,2
648 ANDOVER ST,A&V Market,37.735735, -122.417025,SIDEWALK,1,2
601 SOUTH VAN NESS AVE,Bite Me Sandwiches,37.763458, -122.417005,SIDEWALK,1,2
822 GEARY ST,Goodwill,37.786530, -122.417005,SIDEWALK,1,2
24 SHOTWELL ST,Yoga Tree,37.767987, -122.416973,SIDEWALK,2,4
1449 MISSION ST,Henry Gertmenian Co.?,37.77458318, -122.4167827,SIDEWALK,1,2
1453 MISSION ST,California Institute of Integral Studies,37.774583, -122.416178,SIDEWALK,1,2
1453 MISSION ST,California Institute of Integral Studies,37.774583, -122.416178,SIDEWALK,1,2
500 CORTLAND AVE,,37.738536, -122.416149,SIDEWALK,1,2
1500 SOUTH VAN NESS AVE,My Corner Cafe Inc?,37.748922, -122.416118,SIDEWALK,1,2
1800 FOLSOM ST,Foods Co,37.767852, -122.416105,SIDEWALK,3,6
1199 SOUTH VAN NESS AVE,The Little Spot Cafe,37.754118, -122.416072,SIDEWALK,1,2
1256 MARKET ST,Wells Fargo/Munch Haven,37.778302, -122.416056,SIDEWALK,1,2
3141 17TH ST,Ocean Sash and Door Co.,37.763414, -122.416029,SIDEWALK,1,2
3350 20TH ST,Victor Delivery Flowers,37.759037, -122.415985,SIDEWALK,1,2
1700 VISITACION AVE,Coffman Pool,37.713580, -122.415970,SIDEWALK,1,2
1398 MISSION ST,Cumaica Coffee,37.775862, -122.415956,SIDEWALK,1,2
351 SHOTWELL ST,ODC Dance Commons,37.762811, -122.415843,SIDEWALK,2,4
351 SHOTWELL ST,ODC Dance Commons,37.762811, -122.415843,SIDEWALK,4,8
351 SHOTWELL ST,ODC Dance Commons,37.762811, -122.415843,SIDEWALK,1,2
351 SHOTWELL ST,ODC Dance Commons,37.762811, -122.415843,SIDEWALK,1,2
351 SHOTWELL ST,ODC Dance Commons,37.762811, -122.415843,SIDEWALK,2,4
24 GROVE ST,SF Main Library,37.779159, -122.415808,PARKING_LANE,19,38
1900 FOLSOM ST,Truck,37.766795, -122.415783,PARKING_LANE,7,14
1900 FOLSOM ST,Truck,37.766795, -122.415783,SIDEWALK,1,2
122 10TH ST,Compassion and Care Center,37.774764, -122.415753,SIDEWALK,1,2
1372 MISSION ST,St. James Infirmary,37.77573822, -122.41573603,SIDEWALK,1,2
1372 MISSION ST,St. James Infirmary,37.77573822, -122.41573603,SIDEWALK,1,2
1370 MISSION ST,Advance English Academy,37.775738, -122.415736,SIDEWALK,1,2
1370 MISSION ST,Advance English Academy,37.775738, -122.415736,SIDEWALK,1,2
3166 24TH ST,Chilli Cha Cha Thai Restaurant,37.752612, -122.415652,SIDEWALK,1,2
3349 20TH ST,Shotwells,37.758621, -122.415612,SIDEWALK,1,2
1220 MARKET ST,Sam's Diner,37.778524, -122.415608,SIDEWALK,3,6
200 MCALLISTER ST,UC Hastings College of the Law,37.780934, -122.415603,SIDEWALK,1,2
1575 SOUTH VAN NESS AVE,AutoZone,37.748489, -122.415563,SIDEWALK,1,2
2128 FOLSOM ST,Stable Cafe,37.763210, -122.415457,SIDEWALK,1,2
9 GROVE ST,multiple,37.778584, -122.415442,SIDEWALK,6,12
2150 FOLSOM ST,Workspace Artists Studio,37.762836, -122.415421,SIDEWALK,2,4
286 12TH ST,SF Chocolate Factory / Bridge Brands Chocolate,37.770896, -122.415416,SIDEWALK,2,4
2180 FOLSOM ST,Pseudo Studios,37.762489, -122.415388,SIDEWALK,1,2
3150 24TH ST,Wise Sons Deli,37.752631, -122.415346,SIDEWALK,1,2
3150 24TH ST,Wise Sons Deli,37.752631, -122.415346,SIDEWALK,1,2
3049 22ND ST,Push Bike,37.755462, -122.415315,SIDEWALK,1,2
1779 FOLSOM ST,Nihon,37.768697, -122.415290,SIDEWALK,1,2
1600 FOLSOM ST,Manora's Thai Cuisine,37.770842, -122.415290,SIDEWALK,1,2
583 SHOTWELL ST,,37.759080, -122.415275,SIDEWALK,1,2
587 SHOTWELL ST,Real Foods Organic,37.759080, -122.415275,SIDEWALK,1,2
800 POST ST,Cafe Royale,37.787600, -122.415268,SIDEWALK,1,2
1016 COLUMBUS AVE,,37.803966, -122.415160,SIDEWALK,1,2
631 OFARRELL ST,Dong Baek,37.78523999, -122.41512040,SIDEWALK,1,2
1582 FOLSOM ST,The Willows,37.771141, -122.415112,SIDEWALK,1,2
82 14TH ST,Chez Spencer,37.768814, -122.415111,SIDEWALK,1,2
701 CORTLAND AVE,fitBERNALfit,37.739084, -122.415106,SIDEWALK,1,2
1436 HOWARD ST,PariSoma Innovation Loft,37.773835, -122.415075,SIDEWALK,2,4
201 11TH ST,Discount Fabrics,37.773133, -122.415069,SIDEWALK,1,2
1745 FOLSOM ST,Rainbow Grocery,37.769109, -122.415058,PARKING_LANE,8,16
1745 FOLSOM ST,Rainbow Grocery,37.769109, -122.415058,SIDEWALK,1,2
3315 20TH ST,Moxie Yoga,37.758739, -122.415030,SIDEWALK,2,4
2400 FOLSOM ST,,37.758739, -122.415030,SIDEWALK,1,2
1339 MISSION ST,City Aikado,37.775603, -122.415028,SIDEWALK,1,2
985 SHOTWELL ST,,37.752653, -122.414989,SIDEWALK,1,2
991 SHOTWELL ST,,37.752653, -122.414989,SIDEWALK,1,2
940 FILBERT ST,,37.800949, -122.414971,SIDEWALK,1,2
2797 16TH ST,Soccer Cafe,37.765084, -122.414959,SIDEWALK,2,4
2797 16TH ST,Soccer Cafe,37.765084, -122.414959,SIDEWALK,2,4
225 11TH ST,Don Ramon's Mexican Restaurant,37.772938, -122.414952,SIDEWALK,1,2
3141 23RD ST,residence,37.753851, -122.414952,SIDEWALK,1,2
65 09TH ST,,37.776770, -122.414948,SIDEWALK,1,2
65 09TH ST,,37.776770, -122.414948,SIDEWALK,1,2
65 09TH ST,,37.776770, -122.414948,SIDEWALK,1,2
65 09TH ST,,37.776770, -122.414948,SIDEWALK,1,2
2099 FOLSOM ST,Rite Spot Cafe,37.763866, -122.414915,SIDEWALK,2,4
2099 FOLSOM ST,Rite Spot Cafe,37.763866, -122.414915,SIDEWALK,1,2
737 CORTLAND AVE,Tacos Los Altos,37.739059, -122.414912,SIDEWALK,1,2
2500 FOLSOM ST,Heirloom Cafe,37.757101, -122.414812,SIDEWALK,2,4
1231 MARKET ST,Hotel Whitcomb,37.777947, -122.414791,SIDEWALK,1,2
1231 MARKET ST,Hotel Whitcomb,37.777947, -122.414791,SIDEWALK,1,2
1321 MISSION ST,(VACANT),37.77599625, -122.41476071,SIDEWALK,1,2
3128 24TH ST,Sun Rise Restaurant,37.752701, -122.414703,SIDEWALK,1,2
245 11TH ST,multiple,37.772710, -122.414667,SIDEWALK,1,2
2169 FOLSOM ST,multiple,37.762822, -122.414658,SIDEWALK,1,2
957 COLUMBUS AVE,La Rocca's Corner Tavern,37.803165, -122.414608,SIDEWALK,1,2
3180 18TH ST,Pioneer Building,37.762385, -122.414601,SIDEWALK,1,2
3180 18TH ST,Pioneer Building,37.762385, -122.414601,SIDEWALK,1,2
2330 TAYLOR ST,,37.804025, -122.414600,SIDEWALK,1,2
2698 FOLSOM ST,Red Poppy Art House,37.754201, -122.414516,SIDEWALK,1,2
2301 FOLSOM ST,"Homestead, The",37.760396, -122.414516,PARKING_LANE,5,10
2301 FOLSOM ST,"Homestead, The",37.760396, -122.414516,SIDEWALK,2,4
2301 FOLSOM ST,"Homestead, The",37.760396, -122.414516,SIDEWALK,1,2
1516 FOLSOM ST,Sushi Groove,37.771824, -122.414515,SIDEWALK,1,2
2762 FOLSOM ST,Inglesia Zion,37.753073, -122.414487,SIDEWALK,2,4
803 CORTLAND AVE,Blue Elephant Thai Cuisine,37.739080, -122.414461,SIDEWALK,1,2
3111 24TH ST,Local Mission Eatery,37.752251, -122.414447,SIDEWALK,1,2
1380 HOWARD ST,San Francisco Department of Public Health,37.774458, -122.414411,SIDEWALK,1,2
3295 20TH ST,Kadist Art Foundation,37.758745, -122.414368,SIDEWALK,1,2
3289 20TH ST,People's Gallery,37.758745, -122.414368,SIDEWALK,1,2
990 COLUMBUS AVE,,37.803460, -122.414366,SIDEWALK,1,2
57 KISSLING ST,,37.772953, -122.414361,SIDEWALK,1,2
790 LOMBARD ST,,37.802895, -122.414334,SIDEWALK,1,2
754 POST ST,farm:table,37.787826, -122.414330,PARKING_LANE,2,4
2872 FOLSOM ST,The Yoga Society of SF,37.751435, -122.414328,SIDEWALK,2,4
1170 MARKET ST,The Art Institute of California,37.779497, -122.414301,SIDEWALK,5,10
1170 MARKET ST,The Art Institute of California,37.779497, -122.414301,SIDEWALK,1,2
3101 24TH ST,Philz Coffee,37.752330, -122.414265,SIDEWALK,1,2
3101 24TH ST,Philz Coffee,37.752330, -122.414265,SIDEWALK,3,6
3150 18TH ST,ActivSpace / Treat Street Bicycle Works,37.762699, -122.414256,SIDEWALK,1,2
3150 18TH ST,Treat Street Bicycle Works,37.76269900, -122.41425600,SIDEWALK,1,2
2898 FOLSOM ST,R Image Market,37.751020, -122.414245,SIDEWALK,2,4
2499 FOLSOM ST,Joe & Pat's Bakery & Coffee,37.757451, -122.414245,SIDEWALK,2,4
1260 MISSION ST,cannabis club,37.776961, -122.414225,SIDEWALK,1,2
1256 MISSION ST,Sparc (cannabis club),37.776961, -122.414225,SIDEWALK,1,2
2948 FOLSOM ST,La Cocina,37.750172, -122.414199,SIDEWALK,2,4
620 TREAT AVE,Southern Pacific Brewing,37.760111, -122.414118,SIDEWALK,3,6
575 OFARRELL ST,United Printing,37.78546652, -122.41407009,SIDEWALK,1,2
2979 21ST ST,Mozzo Bike Apparel,37.757145, -122.414007,SIDEWALK,2,4
1830 HARRISON ST,,37.767985, -122.413954,SIDEWALK,1,2
50 UNITED NATIONS PLZ,UN Plaza,37.780535, -122.41321,SIDEWALK,3,6
50 UNITED NATIONS PLZ,UN Plaza,37.780535, -122.413212,SIDEWALK,10,20
1200 15TH ST,Animal Care & Control,37.767436, -122.412946,SIDEWALK,2,4
26 07TH ST,,37.780071, -122.412400,SIDEWALK,1,
26 07TH ST,,37.780071, -122.412400,SIDEWALK,1,2
2301 HARRISON ST,multiple,37.760100, -122.412376,SIDEWALK,1,2
749 TAYLOR ST,Academy of Art University,37.789373, -122.412368,SIDEWALK,2,4
755 COLUMBUS AVE,Bristol Weeden Painting,37.801600, -122.412336,SIDEWALK,1,2
650 ALABAMA ST,Bike Kitchen / Adventurous Sports,37.760916, -122.412334,SIDEWALK,4,8
660 ALABAMA ST,multiple,37.760916, -122.412334,SIDEWALK,1,2
2295 HARRISON ST,Mission Cliffs,37.760916, -122.412334,SIDEWALK,1,2
2840 MARIPOSA ST,Theater of Yugen,37.763583, -122.411751,SIDEWALK,,2
1066 MARKET ST,Piper's Jewelers,37.781799, -122.411742,SIDEWALK,1,
234 EDDY ST,Urban Health Clinic,37.784342, -122.411680,SIDEWALK,1,2
299 09TH ST ,Azucar Lounge ,37.774058, -122.411668,SIDEWALK,2,4
1073 MARKET ST,Huckleberry Bicycles,37.780644, -122.411615,SIDEWALK,2,4
1133 MISSION ST,Asian Pacific Islander Legal?,37.778330, -122.411516,SIDEWALK,1,2
2981 24TH ST,Precita Eyes Mural Art and Visitor Center,37.752424, -122.411514,SIDEWALK,1,2
650 FLORIDA ST,In-Symmetry,37.761034, -122.411506,SIDEWALK,2,4
500 FLORIDA ST,Panorama Bakery,37.762590, -122.411484,SIDEWALK,2,4
2966 24TH ST,Leon Multiservicio,37.752885, -122.411477,SIDEWALK,1,2
1166 HOWARD ST,Ralph Gracie Jiu Jitsu,37.776808, -122.411474,SIDEWALK,2,4
191 08TH ST,Harvest Urban Market,37.776808, -122.411474,SIDEWALK,1,2
2977 24TH ST,J&W Laundromat,37.752429, -122.411428,SIDEWALK,1,2
3049 20TH ST,Atlas Cafe,37.758862, -122.411406,PARKING_LANE,5,10
3049 20TH ST,Atlas Cafe,37.758862, -122.411406,SIDEWALK,6,12
133 TURK ST,Aunt Charlie's Lounge,37.782849, -122.411384,SIDEWALK,2,4
1063 MARKET ST,Oriental Restaurant,37.780838, -122.411370,SIDEWALK,2,4
2929 19TH ST,Mission Language and Vocational,37.760124, -122.411364,SIDEWALK,1,2
1052 MARKET ST,Social Imprints,37.781883, -122.411323,SIDEWALK,1,2
3000 20TH ST,Central Kitchen,37.759325, -122.411282,PARKING_LANE,4,8
3030 20TH ST,Southern Exposure,37.759325, -122.411282,SIDEWALK,2,4
3030 20TH ST,Southern Exposure,37.759325, -122.411282,SIDEWALK,1,2
3030 20TH ST,Southern Exposure,37.759325, -122.411282,SIDEWALK,1,2
346 09TH ST,,37.773120, -122.411258,SIDEWALK,1,2
346 09TH ST,,37.773120, -122.411258,SIDEWALK,1,2
2064 POWELL ST,Citizen Chain Cyclery,37.80382297, -122.41125279,PARKING_LANE,3,6
2064 POWELL ST,Citizen Chain Cyclery,37.80382297, -122.41125279,SIDEWALK,2,4
1121 MISSION ST,Asian Pacific Islander Legal Outreach,37.778652, -122.411230,SIDEWALK,1,2
730 FLORIDA ST,residential,37.759922, -122.411225,SIDEWALK,1,2
486 GEARY ST,Alcatraz Gift and Tours,37.787159, -122.411202,SIDEWALK,1,2
1701 POWELL ST,Sushi Hunter,37.800385, -122.411171,SIDEWALK,1,2
2950 24TH ST,El Farolito Restaurant,37.752855, -122.411136,SIDEWALK,1,2
450 10TH ST,Costco,37.770488, -122.411106,SIDEWALK,1,2
840 BROADWAY,Jean Parker (SA) CDC,37.797620, -122.411038,SIDEWALK,1,2
2790 MARIPOSA ST,Coffee Bar,37.76310691, -122.41103404,SIDEWALK,1,2
2790 MARIPOSA ST,Coffee Bar,37.76310691, -122.41103404,SIDEWALK,2,4
420 TAYLOR ST,,37.786332, -122.411031,SIDEWALK,1,2
1657 POWELL ST,,37.799948, -122.411013,SIDEWALK,1,2
1246 FOLSOM ST,,37.774589, -122.410994,SIDEWALK,1,2
1000 MARKET ST,Community Housing Partnership San Cristina,37.782044, -122.410989,SIDEWALK,2,4
1020 MARKET ST,Show Dogs Sausages,37.782044, -122.410989,SIDEWALK,1,2
1020 MARKET ST,Show Dogs Sausages,37.782044, -122.410989,PARCEL,3,6
1000 MARKET ST,,37.782044, -122.410989,SIDEWALK,1,2
2701 17TH ST,BoomBotix (CLOSED),37.76408775, -122.41082772,SIDEWALK,1,2
405 FLORIDA ST,Vista Point Studio | Gallery?,37.764088, -122.410828,SIDEWALK,1,2
1035 MARKET ST,AIDS/LifeCycle office?,37.781219, -122.410785,SIDEWALK,2,4
2405 16TH ST,Skin Salvation,37.765342, -122.410774,SIDEWALK,3,6
2937 24TH ST,la Victoria Bakery,37.752520, -122.410756,SIDEWALK,1,2
2727 MARIPOSA ST,Bay Area Video Coalition / Starbucks,37.762687, -122.410735,SIDEWALK,1,2
625 SUTTER ST,Academy of Art University,37.788723, -122.410677,SIDEWALK,2,4
2929 24TH ST,Live Fit Gym,37.752477, -122.410625,SIDEWALK,1,2
1351 HARRISON ST,Circle Community Acupuncture,37.771865, -122.410613,SIDEWALK,1,2
1351 HARRISON ST,Circle Community Acupuncture,37.771865, -122.410613,SIDEWALK,1,2
290 08TH ST,Lutheran Social Services of Northern CA,37.775075, -122.410565,SIDEWALK,2,4
1200 FOLSOM ST,,37.775075, -122.410565,SIDEWALK,1,2
535 MASON ST,,37.788678, -122.410458,SIDEWALK,1,2
673 UNION ST,Rogue Ales,37.800000, -122.410421,SIDEWALK,1,2
663 UNION ST,AuburnCom Computer Store,37.800000, -122.410421,SIDEWALK,2,4
1017 MARKET ST,,37.781561, -122.410418,SIDEWALK,1,2
1665 BRYANT ST,Wardrobe Cleaners,37.766476, -122.410413,SIDEWALK,1,2
1560 POWELL ST,,37.799210, -122.410405,SIDEWALK,1,2
1655 BRYANT ST,UPSP,37.766478, -122.410405,SIDEWALK,1,2
500 PRECITA AVE,Precita Park Cafe,37.746972, -122.410399,SIDEWALK,2,4
1550 POWELL ST,,37.799024, -122.410367,SIDEWALK,1,2
2781 21ST ST,Pirate Cat Radio Cafe,37.75734234, -122.41035996,SIDEWALK,1,2
994 MARKET ST,Art Gallery,37.78268892, -122.41033991,SIDEWALK,2,4
1085 MISSION ST,AQ Restaurant & Bar,37.779364, -122.410328,SIDEWALK,2,4
865 FLORIDA ST,residential,37.758104, -122.410304,SIDEWALK,1,2
1225 FOLSOM ST,Driftwood,37.774473, -122.410297,SIDEWALK,1,2
2900 24TH ST,Alcoholics Anonymous,37.752898, -122.410272,SIDEWALK,1,2
678 GREEN ST,Beach Blanket Babylon,37.799636, -122.410267,SIDEWALK,1,2
1081 MISSION ST,De La Paz Coffee Roasters,37.779441, -122.410229,SIDEWALK,2,4
457 10TH ST,UrbanCore Development,37.771068, -122.410205,SIDEWALK,1,2
2170 BRYANT ST,Blowfish Sushi,37.759442, -122.410179,SIDEWALK,1,2
293 08TH ST,residential,37.77529618, -122.41007420,SIDEWALK,1,2
1201 FOLSOM ST,Leather Etc.,37.774668, -122.410050,SIDEWALK,1,2
972 MARKET ST,,37.783035, -122.409950,SIDEWALK,1,2
1186 FOLSOM ST,,37.775470, -122.409866,SIDEWALK,1,2
968 MARKET ST,St. Lukes Monteagle Medical Center,37.783072, -122.409823,SIDEWALK,1,2
2750 21ST ST,Serve-U Market,37.757799, -122.409798,SIDEWALK,1,2
430 09TH ST,,37.771949, -122.409791,SIDEWALK,1,2
430 09TH ST,,37.771949, -122.409791,SIDEWALK,1,2
490 POST ST,Medical/Dental building,37.788407, -122.409757,SIDEWALK,1,2
266 DORE ST,Lennon Rehearsal & Music Center,37.771061, -122.409740,SIDEWALK,1,2
2601 MARIPOSA ST,,37.762611, -122.409719,SIDEWALK,1,2
543 COLUMBUS AVE,La Boulange Cafe & Bakery,37.799669, -122.409665,SIDEWALK,1,2
543 COLUMBUS AVE,La Boulange Cafe & Bakery,37.799669, -122.409665,SIDEWALK,1,2
340 MASON ST,,37.786968, -122.409656,SIDEWALK,1,2
2406 BRYANT ST,El Metate Taqueria,37.755761, -122.409600,SIDEWALK,1,2
2500 BRYANT ST,Local's Corner,37.754253, -122.409588,SIDEWALK,2,4
2871 24TH ST,L'S Caffe,37.752545, -122.409583,SIDEWALK,1,2
2871 24TH ST,L's Caffe,37.752545, -122.409583,SIDEWALK,1,2
2747 19TH ST,Steven Wolf Fine Arts,37.759660, -122.409533,SIDEWALK,1,2
979 MARKET ST,Blick Arts Materials,37.782281, -122.409531,SIDEWALK,2,4
735 VALLEJO ST,North Beach Garage,37.798305, -122.409527,GARAGE,10,20
312 MASON ST,,37.786500, -122.409517,SIDEWALK,1,2
1527 STOCKTON ST,ROMA Design,37.800066, -122.409416,SIDEWALK,3,6
335 08TH ST,Gama-Go,37.774976, -122.409386,SIDEWALK,1,2
301 08TH ST,Prelinger Library,37.774976, -122.409386,SIDEWALK,1,2
301 08TH ST,Prelinger Library,37.774976, -122.409386,SIDEWALK,1,2
2857 24TH ST,Galeria de la Raza,37.75251838, -122.40933529,SIDEWALK,1,2
2857 24TH ST,Galeria de la Raza,37.75251838, -122.40933529,SIDEWALK,1,2
2301 BRYANT ST,Progressive Grounds Cafe,37.757477, -122.409301,SIDEWALK,2,4
2301 BRYANT ST,Progressive Grounds Cafe,37.757477, -122.409301,SIDEWALK,1,2
969 MARKET ST,,37.782520, -122.409229,SIDEWALK,1,2
302 MONTCALM ST,residential,37.745856, -122.409227,SIDEWALK,1,2
720 YORK ST,Benjamini Associates,37.759826, -122.409203,SIDEWALK,1,2
720 YORK ST,,37.759826, -122.409203,SIDEWALK,1,2
2950 25TH ST,Puerto Alegre,37.751378, -122.409183,SIDEWALK,1,2
451 09TH ST,Cup and Cakes Bakery,37.772118, -122.409109,SIDEWALK,1,2
2501 BRYANT ST,Bloodhound,37.754180, -122.409029,SIDEWALK,3,6
1640 STOCKTON ST,,37.801010, -122.408941,SIDEWALK,1,2
500 SUTTER ST,Lori's Dinner,37.789439, -122.408893,SIDEWALK,1,2
519 POWELL ST,Cozy Cable Car Cafe,37.78943926, -122.40889284,SIDEWALK,2,4
2 GOETTINGEN ST,,37.731129, -122.408874,SIDEWALK,1,2
400 POST ST,Morton's the Steakhouse,37.788494, -122.408830,SIDEWALK,1,2
942 MARKET ST,Radio Shack,37.783768, -122.408823,SIDEWALK,2,4
2845 24TH ST,Samy's Liquors,37.752592, -122.408791,SIDEWALK,2,4
945 MARKET ST,,37.782887, -122.408778,SIDEWALK,1,2
1 HALLIDIE PLZ,NextSpace,37.784131, -122.408771,SIDEWALK,3,6
2736 20TH ST,Jay'n Bee Club,37.75947198, -122.40874131,SIDEWALK,1,2
1520 STOCKTON ST,North East Medical Services,37.799941, -122.408725,SIDEWALK,1,2
2824 24TH ST,Five Markets,37.753053, -122.408705,SIDEWALK,1,2
2505 MARIPOSA ST,"Socratic Technologies, Inc.",37.762892, -122.408689,SIDEWALK,1,2
2505 MARIPOSA ST,"Socratic Technologies, Inc.",37.762892, -122.408689,SIDEWALK,2,4
385 08TH ST,Mr S Leather,37.774253, -122.408627,SIDEWALK,2,4
2817 24TH ST,Roosevelt Tamale Parlor,37.752632, -122.408587,SIDEWALK,1,2
2501 MARIPOSA ST,Slow Club,37.762781, -122.408549,SIDEWALK,2,4
2600 18TH ST,Cooactive Health Communications,37.762136, -122.408479,SIDEWALK,1,2
1090 BRYANT ST,Green Depot,37.771676, -122.408474,SIDEWALK,1,2
1306 STOCKTON ST,small grocery,37.797860, -122.408426,SIDEWALK,1,2
1362 STOCKTON ST,Victoria Pastry,37.798432, -122.408421,SIDEWALK,1,2
562 GREEN ST,Columbus Cafe,37.799763, -122.408410,SIDEWALK,1,2
1129 FOLSOM ST,,37.775988, -122.408373,SIDEWALK,1,2
2801 24TH ST,St Francis Fountain and Diner,37.752647, -122.408344,SIDEWALK,1,2
548 UNION ST,Cykel,37.800723, -122.408336,SIDEWALK,1,2
211 POWELL ST,,37.786612, -122.408326,SIDEWALK,1,2
135 POWELL ST,Walgreens,37.786006, -122.408294,SIDEWALK,1,2
290 DIVISION ST,mulitple,37.769512, -122.408256,SIDEWALK,1,2
540 09TH ST,MUJI,37.770559, -122.408183,SIDEWALK,2,4
2440 MARIPOSA ST,Runaway Films,37.763384, -122.408102,SIDEWALK,3,6
1456 YORK ST,Nani's Day Care,37.748903, -122.408090,SIDEWALK,1,2
111 ELLIS ST,Rasputin Music,37.785306, -122.408067,SIDEWALK,1,2
117 06TH ST,San Francisco HIV Prevention Project,37.780857, -122.408056,SIDEWALK,1,2
117 06TH ST,San Francisco HIV Prevention Project,37.780857, -122.408056,SIDEWALK,1,2
1028 HOWARD ST,San Francisco Green Party,37.779469, -122.407922,SIDEWALK,1,2
2415 17TH ST,ASN Natural Stone,37.764156, -122.407910,SIDEWALK,1,2
440 POTRERO AVE,,37.764156, -122.407910,SIDEWALK,1,2
76 MOSS ST,Mission Rehearsal Studios,37.777418, -122.407890,SIDEWALK,1,2
201 LELAND AVE,Visitacion Valley Library,37.712455, -122.407886,SIDEWALK,5,10
230 POWELL ST,,37.786876, -122.407870,SIDEWALK,1,2
950 MISSION ST,Barbary Coast,37.782056, -122.407859,SIDEWALK,1,2
450 SUTTER ST ,Medical / Dental building,37.789657, -122.407834,SIDEWALK,1,2
450 SUTTER ST,Medical / Dental building,37.789657, -122.407834,SIDEWALK,1,2
106 POWELL ST,,37.785770, -122.407677,SIDEWALK,1,2
510 GREEN ST,Sodini's Green Valley Restaurant,37.799847, -122.407650,SIDEWALK,1,2
1000 HOWARD ST,Mi Tierra Supermarket,37.779704, -122.407597,SIDEWALK,2,4
333 POST ST,Johnson & Murphy,37.78793122, -122.40750049,SIDEWALK,1,2
333 POST ST,Union Square,37.787931, -122.407500,PARCEL,14,28
159 LELAND AVE,,37.712177, -122.406900,SIDEWALK,1,
444 STOCKTON ST,Sutter - Stockton Garage,37.790126, -122.406740,GARAGE,32,64
